complaint_type,description,agency,location,status,source_dataset,text,category,glm52_pred,glm52_confidence,glm52_reason,glm52_raw_output,priority_score,priority_level,assigned_department
Mumbai stray cattle complaint,Mumbai Metro One Receives Backlash From Animal Lovers For Forcibly Relocating Stray Kittens From Saki Naka Metro Station. Mumbai Metro One Receives Backlash From Animal Lovers For Forcibly Relocating Stray Kittens From Saki Naka Metro Station  curlytales.com,Unknown,"Mumbai, Maharashtra",Unknown,India,mumbai stray cattle complaint. mumbai metro one receives backlash from animal lovers for forcibly relocating stray kittens from saki naka metro station. mumbai metro one receives backlash from animal lovers for forcibly relocating stray kittens from saki naka metro station curlytales.com,public_safety,environment,0.9,The complaint is about the presence and management of stray animals (cattle and kittens) in public urban spaces.,"{
  ""category"": ""environment"",
  ""confidence"": 0.9,
  ""reason"": ""The complaint is about the presence and management of stray animals (cattle and kittens) in public urban spaces.""
}",45,medium,Environmental Protection Department
Hyderabad ward complaint,"Citizen's Charter: GHMC promises to fill potholes within 24 hrs of complaint, 17 civic services listed. Citizen's Charter: GHMC promises to fill potholes within 24 hrs of complaint, 17 civic services listed  NewsMeter",Unknown,"Hyderabad, Telangana",Unknown,India,"hyderabad ward complaint. citizens charter ghmc promises to fill potholes within 24 hrs of complaint, 17 civic services listed. citizens charter ghmc promises to fill potholes within 24 hrs of complaint, 17 civic services listed newsmeter",road_infrastructure,road_infrastructure,0.95,The complaint directly mentions 'potholes' which are part of road infrastructure.,"{
  ""category"": ""road_infrastructure"",
  ""confidence"": 0.95,
  ""reason"": ""The complaint directly mentions 'potholes' which are part of road infrastructure.""
}",65,high,Department of Roads and Public Works
Rajkot traffic signal complaint,Traffic cop gets 10 years for organized extortion racket. Traffic cop gets 10 years for organized extortion racket  The Times of India,Unknown,"Rajkot, Gujarat",Unknown,India,rajkot traffic signal complaint. traffic cop gets 10 years for organized extortion racket. traffic cop gets 10 years for organized extortion racket the times of india,traffic_management,traffic_management,0.9,"The complaint explicitly mentions 'traffic signal complaint', directly indicating an issue related to traffic management. The information about the traffic cop's extortion racket, while related to traffic personnel, is secondary to the initial complaint about the signal itself.","{
  ""category"": ""traffic_management"",
  ""confidence"": 0.9,
  ""reason"": ""The complaint explicitly mentions 'traffic signal complaint', directly indicating an issue related to traffic management. The information about the traffic cop's extortion racket, while related to traffic personnel, is secondary to the initial complaint about the signal itself.""
}",80,high,Traffic Operations Department
Chandigarh pothole complaint,Ludhiana MC’s building branch tops pending grievances list: PGRS report | Hindustan Times. Ludhiana MC’s building branch tops pending grievances list: PGRS report | Hindustan Times  Hindustan Times,Unknown,"Chandigarh, Chandigarh",Unknown,India,chandigarh pothole complaint. ludhiana mcs building branch tops pending grievances list pgrs report  hindustan times. ludhiana mcs building branch tops pending grievances list pgrs report  hindustan times hindustan times,road_infrastructure,road_infrastructure,0.95,"The complaint explicitly mentions 'pothole', which is a direct issue related to road infrastructure.","{
  ""category"": ""road_infrastructure"",
  ""confidence"": 0.95,
  ""reason"": ""The complaint explicitly mentions 'pothole', which is a direct issue related to road infrastructure.""
}",65,high,Department of Roads and Public Works
Indore flooding,"Water shoots 150 feet high, flooding homes and roads. Water shoots 150 feet high, flooding homes and roads  Bhaskar English",Unknown,"Indore, Madhya Pradesh",Unknown,India,"indore flooding. water shoots 150 feet high, flooding homes and roads. water shoots 150 feet high, flooding homes and roads bhaskar english",road_infrastructure,water_utilities,0.95,"The complaint describes severe flooding and water shooting high, indicating a major issue with water infrastructure or drainage.","{
  ""category"": ""water_utilities"",
  ""confidence"": 0.95,
  ""reason"": ""The complaint describes severe flooding and water shooting high, indicating a major issue with water infrastructure or drainage.""
}",90,critical,Water Utility Department
Mysore power outage,"Karnataka Power Cut: BESCOM Updates On Bengaluru Power Cut Today, Mysuru Also Affected | Check Key Details. Karnataka Power Cut: BESCOM Updates On Bengaluru Power Cut Today, Mysuru Also Affected | Check Key Details  Goodreturns",Unknown,"Mysore, Karnataka",Unknown,India,"mysore power outage. karnataka power cut bescom updates on bengaluru power cut today, mysuru also affected  check key details. karnataka power cut bescom updates on bengaluru power cut today, mysuru also affected  check key details goodreturns",other,other,0.9,"The complaint is about a general power outage, which is a utility service issue not explicitly covered by the provided specific categories.","{
  ""category"": ""other"",
  ""confidence"": 0.9,
  ""reason"": ""The complaint is about a general power outage, which is a utility service issue not explicitly covered by the provided specific categories.""
}",20,low,General Municipal Services
Chennai road damage,"After road cave-ins, metro water begins to replace damaged sewer pipes in Ambattur. After road cave-ins, metro water begins to replace damaged sewer pipes in Ambattur  The New Indian Express",Unknown,"Chennai, Tamil Nadu",Unknown,India,"chennai road damage. after road cave-ins, metro water begins to replace damaged sewer pipes in ambattur. after road cave-ins, metro water begins to replace damaged sewer pipes in ambattur the new indian express",road_infrastructure,water_utilities,0.9,"Road damage and cave-ins are explicitly linked to damaged sewer pipes, which Metro Water is replacing, indicating a core issue with water/sewage infrastructure.","{
  ""category"": ""water_utilities"",
  ""confidence"": 0.9,
  ""reason"": ""Road damage and cave-ins are explicitly linked to damaged sewer pipes, which Metro Water is replacing, indicating a core issue with water/sewage infrastructure.""
}",75,high,Water Utility Department
Mysore pothole complaint,Lodging complaints with Mysuru city corporation is just a click away. Lodging complaints with Mysuru city corporation is just a click away  The Times of India,Unknown,"Mysore, Karnataka",Unknown,India,mysore pothole complaint. lodging complaints with mysuru city corporation is just a click away. lodging complaints with mysuru city corporation is just a click away the times of india,road_infrastructure,road_infrastructure,0.95,"The complaint explicitly mentions 'pothole', which is a direct issue related to road infrastructure.","{
  ""category"": ""road_infrastructure"",
  ""confidence"": 0.95,
  ""reason"": ""The complaint explicitly mentions 'pothole', which is a direct issue related to road infrastructure.""
}",65,high,Department of Roads and Public Works
Delhi garbage complaint,Act on public complaints related to encroachment: Delhi Minister Ravinder Indraj. Act on public complaints related to encroachment: Delhi Minister Ravinder Indraj  ANI News,Unknown,"Delhi, Delhi",Unknown,India,delhi garbage complaint. act on public complaints related to encroachment delhi minister ravinder indraj. act on public complaints related to encroachment delhi minister ravinder indraj ani news,waste_management,other,0.0,"Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 47.686771323s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '47s'}]}}]",,20,low,General Municipal Services
Patna transformer issue,"Gaya urban consumers miffed over frequent power outages, voltage fluctuations. Gaya urban consumers miffed over frequent power outages, voltage fluctuations  The Times of India",Unknown,"Patna, Bihar",Unknown,India,"patna transformer issue. gaya urban consumers miffed over frequent power outages, voltage fluctuations. gaya urban consumers miffed over frequent power outages, voltage fluctuations the times of india",other,other,0.0,"Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 3.565182698s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '3s'}]}}]",,20,low,General Municipal Services
Lucknow street light complaint,UP's prepaid smart meter drive sees more heat than light. Here's why. UP's prepaid smart meter drive sees more heat than light. Here's why  India Today,Unknown,"Lucknow, Uttar Pradesh",Unknown,India,lucknow street light complaint. ups prepaid smart meter drive sees more heat than light. heres why. ups prepaid smart meter drive sees more heat than light. heres why india today,street_lighting,other,0.0,"Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 19.431310944s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '19s'}]}}]",,20,low,General Municipal Services
